C_2297235,T_13261
C_2297242,T_15491
C_2297242,T_15493
C_2308085,T_15454
C_2308085,T_15500
C_2308086,T_15318
C_2308090,T_15650
C_2308097,T_15797
C_2308102,T_17157
C_2308102,T_16087
C_2308105,T_15701
C_2308303,T_15712
C_2308303,T_15709
C_2308303,T_15738
C_2308303,T_15743
C_2310037,T_15857
C_2310037,T_15858
C_2310930,T_15874
C_2316338,T_15255
C_2316343,T_14769
C_2316354,T_15801
C_2316360,T_15768
C_2316361,T_15975
C_2316361,T_15974
C_2316361,T_15978
C_2316364,T_15875
C_2320819,T_15935
C_2320819,T_15944
C_2320819,T_15965
C_2328468,T_16031
C_2328478,T_15856
C_2328503,T_15971
C_2328510,T_15976
C_2328512,T_15807
C_2328542,T_15936
C_2328543,T_15964
C_2328543,T_16108
C_2328553,T_15991
C_2328554,T_16198
C_2328554,T_16195
C_2329521,T_16050
C_2329521,T_16059
C_2332782,T_15980
C_2333984,T_16037
C_2335559,T_16144
C_2335741,T_15740
C_2335746,T_16016
C_2335749,T_16122
C_2335756,T_16139
C_2335758,T_15947
C_2338329,T_16133
C_2341274,T_541
C_2341305,T_541
C_2341384,T_16274
C_2342491,T_16069
C_2342492,T_16282
C_2342497,T_16007
C_2342512,T_16100
C_2342532,T_1040
C_2342532,T_1041
C_2343056,T_13914
C_2343522,T_16089
C_2344479,T_16370
C_584381,T_23
C_597291,T_75
C_629503,T_203
C_629559,T_49
C_674926,T_324
C_674930,T_142
C_674942,T_340
C_674942,T_341
C_676635,T_368
C_676643,T_402
C_676645,T_407
C_676651,T_408
C_676653,T_401
C_676673,T_5400
C_676673,T_444
C_676674,T_441
C_676686,T_467
C_676701,T_7220
C_676890,T_497
C_676915,T_521
C_676942,T_547
C_676942,T_549
C_676942,T_552
C_676949,T_187
C_676950,T_566
C_676966,T_583
C_676966,T_587
C_676966,T_589
C_676966,T_591
C_676967,T_643
C_676969,T_636
C_676969,T_639
C_676969,T_637
C_677000,T_711
C_677000,T_712
C_677000,T_714
C_677018,T_9977
C_677038,T_765
C_677043,T_799
C_677055,T_824
C_677068,T_864
C_677077,T_874
C_677087,T_198
C_677087,T_740
C_677105,T_977
C_677109,T_988
C_677118,T_998
C_677129,T_1028
C_677144,T_1055
C_677151,T_1064
C_677164,T_1080
C_677168,T_1093
C_677176,T_1121
C_677179,T_1125
C_677181,T_9723
C_677184,T_1132
C_678165,T_272
C_679390,T_3747
C_680717,T_1243
C_680719,T_1258
C_680728,T_1268
C_680732,T_1272
C_680740,T_1281
C_680741,T_1283
C_680754,T_14607
C_680765,T_1308
C_680765,T_1309
C_680784,T_1354
C_680785,T_1362
C_680785,T_1363
C_680785,T_536
C_680801,T_1382
C_680803,T_1390
C_680803,T_1391
C_680807,T_5984
C_680811,T_1402
C_680818,T_1424
C_680818,T_1419
C_680818,T_1412
C_680828,T_1441
C_680828,T_1444
C_680828,T_1448
C_680828,T_1450
C_680832,T_1455
C_680848,T_1475
C_680849,T_1478
C_680859,T_1493
C_680868,T_1506
C_680890,T_10650
C_680894,T_1534
C_680895,T_1539
C_680900,T_1543
C_680900,T_1544
C_680903,T_479
C_680903,T_1549
C_680903,T_1550
C_680915,T_1569
C_680915,T_1566
C_680915,T_1013
C_680916,T_1570
C_680923,T_1580
C_680937,T_1605
C_680938,T_1606
C_680938,T_5077
C_680958,T_1638
C_680972,T_1660
C_680984,T_1692
C_680984,T_1694
C_680987,T_1705
C_680987,T_1706
C_680988,T_1711
C_680989,T_1717
C_680990,T_1414
C_680990,T_1718
C_680990,T_1724
C_680991,T_1726
C_681006,T_1759
C_681012,T_1785
C_681028,T_1829
C_681030,T_1839
C_681030,T_1846
C_681030,T_1848
C_681030,T_1850
C_681031,T_5414
C_681031,T_1880
C_681031,T_1884
C_681037,T_10541
C_681043,T_1902
C_681045,T_1903
C_681053,T_409
C_681056,T_1913
C_681066,T_1921
C_681066,T_1919
C_681073,T_1936
C_681075,T_1941
C_681075,T_1942
C_681075,T_4788
C_681076,T_1948
C_681088,T_1990
C_681099,T_2022
C_681099,T_2023
C_681105,T_2033
C_681114,T_342
C_681130,T_2049
C_681137,T_2051
C_681152,T_2053
C_681152,T_2054
C_681158,T_2064
C_681194,T_2078
C_681197,T_2082
C_681204,T_2084
C_681247,T_2087
C_681250,T_2088
C_681311,T_2109
C_681320,T_2111
C_681331,T_2118
C_681333,T_2130
C_681335,T_2132
C_681336,T_2135
C_681341,T_2140
C_681348,T_2153
C_681353,T_2166
C_681353,T_2170
C_681364,T_326
C_681365,T_2175
C_681365,T_4774
C_681373,T_2179
C_681377,T_2186
C_681404,T_2218
C_681406,T_2219
C_681406,T_2223
C_681411,T_2231
C_681414,T_2236
C_681415,T_2242
C_681420,T_1925
C_681421,T_2246
C_681422,T_5483
C_681422,T_14912
C_681432,T_4060
C_681453,T_2279
C_681453,T_2281
C_681453,T_2282
C_681460,T_2286
C_681460,T_2290
C_681488,T_2333
C_681509,T_2258
C_681512,T_2347
C_681519,T_2352
C_681519,T_6051
C_681520,T_2365
C_681533,T_2376
C_681552,T_2386
C_681556,T_2387
C_681559,T_2399
C_681575,T_2405
C_681581,T_2362
C_681594,T_2426
C_681599,T_2424
C_681606,T_2427
C_681611,T_2434
C_681615,T_7372
C_681619,T_2445
C_681630,T_2463
C_681643,T_2474
C_681645,T_1797
C_681649,T_2488
C_681655,T_2492
C_681655,T_2497
C_681655,T_2498
C_681655,T_2500
C_681661,T_2507
C_681661,T_2511
C_681661,T_2513
C_681661,T_2516
C_681661,T_2517
C_681663,T_2528
C_681663,T_2529
C_681663,T_2530
C_681666,T_2538
C_681671,T_2544
C_681683,T_2561
C_681683,T_2558
C_681684,T_2567
C_681696,T_249
C_681699,T_2594
C_681708,T_6763
C_681715,T_2625
C_681715,T_2631
C_681739,T_2668
C_681742,T_2671
C_681742,T_2672
C_681743,T_980
C_681745,T_2684
C_681750,T_2693
C_681750,T_2694
C_681750,T_1383
C_681751,T_2705
C_681751,T_2707
C_681758,T_2515
C_681760,T_2727
C_681760,T_2333
C_681767,T_2730
C_681767,T_2732
C_681767,T_2733
C_681770,T_2735
C_681770,T_2737
C_681786,T_2756
C_681791,T_412
C_681795,T_2768
C_681795,T_412
C_681797,T_2770
C_681805,T_2776
C_681813,T_2785
C_681813,T_2782
C_681815,T_2786
C_681848,T_43
C_681848,T_2798
C_681848,T_2799
C_681852,T_2801
C_681852,T_2803
C_681852,T_2807
C_681856,T_2813
C_681858,T_2818
C_681866,T_2829
C_681866,T_2831
C_681866,T_2833
C_681872,T_2840
C_681875,T_2843
C_681877,T_2846
C_681885,T_2870
C_681896,T_2875
C_681927,T_2900
C_681934,T_2915
C_681935,T_2919
C_681956,T_2972
C_681956,T_2975
C_681957,T_2983
C_681962,T_2992
C_681964,T_2994
C_681971,T_2721
C_681977,T_3008
C_681982,T_3012
C_681989,T_2541
C_681989,T_3035
C_681992,T_3043
C_681998,T_930
C_681999,T_3066
C_682003,T_3081
C_682008,T_3100
C_682019,T_3113
C_682128,T_2840
C_682138,T_2843
C_682157,T_2851
C_682158,T_3140
C_682165,T_2856
C_682168,T_2999
C_682170,T_3142
C_682184,T_2870
C_682189,T_38
C_682226,T_3182
C_682226,T_273
C_682233,T_3195
C_682237,T_3202
C_682239,T_3196
C_682247,T_3220
C_682250,T_3209
C_682261,T_3236
C_682269,T_3256
C_682280,T_4880
C_682282,T_290
C_682285,T_4878
C_682297,T_3278
C_682304,T_3286
C_682310,T_3020
C_682310,T_3019
C_682312,T_3291
C_682312,T_3293
C_682312,T_3294
C_682313,T_3298
C_682319,T_3304
C_682320,T_2759
C_682344,T_3025
C_682344,T_3029
C_682345,T_5297
C_682345,T_2764
C_682345,T_2761
C_682360,T_1962
C_682360,T_3329
C_682362,T_3349
C_682372,T_4926
C_682392,T_5667
C_682395,T_2796
C_682395,T_2797
C_682395,T_1269
C_682396,T_590
C_682415,T_3393
C_682431,T_14703
C_682437,T_2802
C_682441,T_3403
C_682466,T_3414
C_682470,T_3060
C_682470,T_3063
C_682475,T_696
C_682485,T_3419
C_682489,T_3455
C_682505,T_3463
C_682505,T_3464
C_682522,T_3498
C_682525,T_4601
C_682530,T_9288
C_682530,T_11797
C_682531,T_3517
C_682536,T_3525
C_682550,T_3544
C_682572,T_3565
C_682573,T_3570
C_682575,T_2940
C_682581,T_3580
C_682588,T_1173
C_682589,T_2765
C_682595,T_3601
C_682595,T_3602
C_682597,T_3609
C_682620,T_54
C_682620,T_57
C_682620,T_2970
C_682620,T_2971
C_682624,T_3628
C_682624,T_3636
C_682629,T_2974
C_682631,T_3647
C_682643,T_3248
C_682656,T_4675
C_682656,T_2991
C_682672,T_41
C_682684,T_3673
C_682685,T_4791
C_682692,T_3122
C_682716,T_287
C_682737,T_3716
C_682741,T_555
C_682745,T_1503
C_682772,T_1616
C_682792,T_1690
C_682797,T_1755
C_685684,T_1913
C_688379,T_2687
C_688387,T_3382
C_694141,T_1385
C_694149,T_3771
C_694150,T_3781
C_694150,T_2902
C_694153,T_3790
C_694158,T_3785
C_694160,T_4724
C_694160,T_4727
C_694160,T_4729
C_694163,T_3809
C_694163,T_3806
C_694163,T_10610
C_696487,T_654
C_696523,T_805
C_696525,T_546
C_696537,T_724
C_696541,T_384
C_696541,T_383
C_696581,T_979
C_696586,T_5176
C_696601,T_612
C_696601,T_615
C_696606,T_1616
C_696617,T_1017
C_696625,T_933
C_696628,T_180
C_696628,T_764
C_696635,T_168
C_696643,T_921
C_696647,T_486
C_696651,T_697
C_696659,T_3837
C_696662,T_3840
C_696666,T_880
C_696666,T_883
C_696673,T_1653
C_696679,T_769
C_696679,T_770
C_696683,T_1964
C_696686,T_5215
C_696696,T_210
C_696708,T_2156
C_696709,T_3854
C_696711,T_1672
C_696724,T_722
C_696732,T_1171
C_696754,T_1240
C_696762,T_1908
C_696763,T_83
C_696763,T_84
C_696788,T_813
C_696789,T_226
C_696794,T_2700
C_696796,T_1114
C_696800,T_2637
C_696800,T_14747
C_696809,T_230
C_696814,T_2367
C_696817,T_3872
C_696832,T_5018
C_696841,T_826
C_696846,T_202
C_696855,T_26
C_696861,T_3115
C_696875,T_649
C_696889,T_3885
C_696890,T_1163
C_696908,T_119
C_696919,T_706
C_696923,T_4027
C_696925,T_2030
C_696945,T_1068
C_696951,T_3892
C_696955,T_1010
C_696958,T_5714
C_696964,T_1185
C_696972,T_63
C_696972,T_5987
C_696972,T_66
C_696972,T_67
C_696975,T_1898
C_696977,T_5115
C_696977,T_5121
C_696977,T_5122
C_696977,T_5123
C_696978,T_438
C_696991,T_258
C_696998,T_820
C_697011,T_836
C_697011,T_837
C_697018,T_5292
C_697024,T_1049
C_697024,T_13280
C_697031,T_10525
C_697036,T_3905
C_697041,T_246
C_697059,T_2954
C_697059,T_2955
C_697064,T_762
C_697067,T_3550
C_697073,T_267
C_697082,T_556
C_697083,T_3340
C_697091,T_1164
C_697094,T_731
C_697106,T_676
C_697110,T_688
C_697112,T_2574
C_697112,T_2578
C_697117,T_208
C_697121,T_3923
C_697126,T_6250
C_697130,T_523
C_697147,T_3463
C_697147,T_3464
C_697148,T_1908
C_697149,T_718
C_697162,T_5922
C_697164,T_236
C_697164,T_237
C_697169,T_570
C_697173,T_666
C_697176,T_19
C_697226,T_1643
C_697236,T_205
C_697241,T_3592
C_697253,T_185
C_697265,T_99
C_697265,T_103
C_697270,T_311
C_697278,T_49
C_697278,T_1207
C_697278,T_540
C_697288,T_3394
C_697289,T_616
C_697289,T_619
C_697293,T_253
C_697381,T_784
C_697398,T_704
C_697407,T_592
C_697407,T_594
C_697429,T_627
C_697475,T_1182
C_697543,T_3432
C_697543,T_3434
C_697543,T_3436
C_697556,T_962
C_697556,T_966
C_697556,T_969
C_697584,T_937
C_697585,T_1160
C_697600,T_3420
C_697632,T_2086
C_697677,T_843
C_697677,T_850
C_697677,T_854
C_697686,T_3946
C_697721,T_773
C_697766,T_1124
C_707013,T_5010
C_707025,T_213
C_707031,T_415
C_707099,T_907
C_707099,T_908
C_707099,T_909
C_707127,T_4604
C_707360,T_3978
C_707456,T_4017
C_707456,T_7155
C_707456,T_10825
C_733993,T_4065
C_734021,T_4072
C_734028,T_4084
C_734035,T_2584
C_734035,T_16757
C_734035,T_2585
C_734059,T_4096
C_734059,T_4087
C_734059,T_4089
C_734059,T_4091
C_734059,T_4093
C_734062,T_4110
C_735032,T_4128
C_735042,T_4140
C_735042,T_4142
C_735046,T_3960
C_735051,T_2152
C_735066,T_4152
C_735071,T_4157
C_735077,T_9869
C_735077,T_9871
C_735079,T_4165
C_735093,T_15882
C_735122,T_5824
C_735122,T_15251
C_735130,T_2730
C_735130,T_2732
C_735131,T_4203
C_735138,T_4216
C_735155,T_4229
C_735168,T_4233
C_735200,T_12027
C_735200,T_12026
C_735200,T_12028
C_735236,T_4255
C_735239,T_4265
C_735244,T_1571
C_735253,T_4444
C_735255,T_2209
C_735267,T_7679
C_735267,T_7631
C_735288,T_4268
C_735288,T_4269
C_735296,T_4272
C_735300,T_5133
C_735308,T_4301
C_735308,T_4759
C_735308,T_4306
C_735310,T_6721
C_735326,T_4314
C_735348,T_4332
C_735369,T_4345
C_735371,T_4348
C_735373,T_5343
C_735374,T_4350
C_735394,T_4355
C_735405,T_4357
C_735419,T_3233
C_735419,T_3236
C_735431,T_3212
C_737462,T_3663
C_737492,T_4244
C_737494,T_9540
C_746965,T_4393
C_747033,T_1907
C_747056,T_4422
C_747261,T_436
C_747261,T_437
C_747261,T_5435
C_747690,T_4055
C_747696,T_4016
C_749652,T_4440
C_749769,T_3743
C_754135,T_5182
C_756642,T_4496
C_756671,T_4498
C_756700,T_10588
C_756736,T_4515
C_758183,T_3169
C_758190,T_4668
C_758204,T_5262
C_758222,T_3811
C_758222,T_3812
C_758961,T_1061
C_759048,T_3814
C_766037,T_4556
C_769264,T_3824
C_769301,T_4592
C_769301,T_4570
C_769301,T_4568
C_769301,T_4553
C_769301,T_4549
C_773985,T_4685
C_777194,T_1462
C_777194,T_4698
C_777194,T_11920
C_780629,T_4719
C_782508,T_366
C_782555,T_4750
C_784172,T_42
C_784387,T_4040
C_784387,T_4762
C_785161,T_3763
C_786471,T_3756
C_786631,T_4034
C_789278,T_4007
C_789278,T_4006
C_789833,T_4369
C_791424,T_3758
C_791738,T_4018
C_797853,T_4823
C_797853,T_4824
C_797853,T_4825
C_799796,T_168
C_799800,T_169
C_799931,T_4474
C_811503,T_4965
C_813182,T_5030
C_813182,T_5032
C_813182,T_5034
C_813491,T_4987
C_813501,T_4933
C_817148,T_5078
C_819279,T_5145
C_819290,T_12120
C_823326,T_5198
C_837228,T_4284
C_837698,T_6143
C_837708,T_2018
C_837708,T_2021
C_837735,T_5338
C_845674,T_5424
C_854868,T_129
C_854900,T_11450
C_854902,T_4752
C_862967,T_5531
C_862969,T_5587
C_866175,T_5635
C_866175,T_5636
C_866175,T_5639
C_866182,T_5660
C_866756,T_5656
C_866756,T_5658
C_875624,T_5789
C_876689,T_5673
C_876705,T_5443
C_876710,T_5576
C_879045,T_5533
C_879045,T_5522
C_879069,T_5617
C_879069,T_11885
C_879074,T_5682
C_879104,T_5712
C_881112,T_5571
C_881112,T_5706
C_881170,T_826
C_881456,T_1484
C_881478,T_1484
C_887098,T_5834
C_887101,T_5851
C_887103,T_5724
C_887103,T_5716
C_887103,T_5721
C_890220,T_6667
C_890220,T_6668
C_893822,T_5912
C_893822,T_9705
C_898292,T_5818
C_898298,T_5951
C_898298,T_5956
C_898310,T_5862
C_898310,T_5870
C_901922,T_6113
C_903149,T_5798
C_905186,T_5995
C_905186,T_6098
C_905192,T_6044
C_905192,T_6048
C_907968,T_6226
C_908991,T_6237
C_908991,T_6242
C_908991,T_6243
C_908991,T_6245
C_909094,T_6202
C_909094,T_6204
C_909094,T_6207
C_909097,T_6059
C_911160,T_6125
C_911168,T_6200
C_911178,T_6328
C_911735,T_6370
C_916130,T_5126
C_916825,T_6303
C_916825,T_6401
C_916826,T_13656
C_917306,T_6025
C_917311,T_5959
C_922850,T_6350
C_922860,T_6422
C_922860,T_6523
C_927961,T_6542
C_927961,T_6545
C_927963,T_6081
C_927963,T_6672
C_927975,T_5973
C_931250,T_7126
C_932105,T_6514
C_932105,T_6515
C_932172,T_890
C_932172,T_891
C_932172,T_3105
C_934532,T_6458
C_934535,T_6702
C_936943,T_6995
C_936945,T_6635
C_936954,T_6750
C_936963,T_6731
C_936968,T_6737
C_936987,T_16340
C_936987,T_16342
C_937262,T_6704
C_939336,T_7555
C_939342,T_6936
C_943255,T_766
C_943265,T_6448
C_943270,T_6380
C_943271,T_6778
C_943271,T_6779
C_943271,T_6781
C_947154,T_5501
C_947154,T_5502
C_947156,T_6992
C_947160,T_6602
C_947161,T_6953
C_947167,T_7121
C_947167,T_7110
C_947167,T_14990
C_947237,T_7348
C_947237,T_7350
C_947240,T_1695
C_947240,T_6901
C_947241,T_7096
C_947248,T_7135
C_947249,T_16958
C_947249,T_16970
C_947249,T_16972
C_947255,T_7213
C_947260,T_7830
C_947260,T_7829
C_947673,T_7506
C_947673,T_7509
C_947673,T_7510
C_947683,T_7523
C_947687,T_7527
C_947699,T_7537
C_947718,T_7563
C_947721,T_7568
C_947768,T_7596
C_947773,T_3195
C_948044,T_6944
C_948049,T_7291
C_948074,T_7871
C_948075,T_7036
C_948080,T_6722
C_948081,T_7262
C_948092,T_7182
C_948093,T_11451
C_948093,T_14879
C_948095,T_7888
C_948106,T_7212
C_948114,T_7943
C_948114,T_7945
C_948129,T_7670
C_948132,T_7738
C_948140,T_7616
C_948148,T_7229
C_948210,T_6720
C_948235,T_7898
C_948241,T_7634
C_948252,T_7081
C_948264,T_15128
C_948268,T_16042
C_948289,T_6858
C_948294,T_7477
C_948296,T_7707
C_948391,T_6889
C_948391,T_6890
C_948395,T_6974
C_948395,T_7364
C_948403,T_7502
C_948404,T_7589
C_948405,T_10390
C_948412,T_7107
C_948419,T_7198
C_948428,T_7720
C_948430,T_7748
C_948432,T_7692
C_948433,T_7023
C_948468,T_7573
C_955163,T_14933
C_956128,T_7005
C_956128,T_7006
C_956129,T_4852
C_956129,T_4851
C_956129,T_4854
C_1017419,T_7849
C_1123814,T_8237
C_1123814,T_8252
C_1124039,T_7906
C_1159827,T_7947
C_1159827,T_7949
C_1159827,T_7950
C_1320505,T_7922
C_1320505,T_8944
C_1410076,T_6852
C_1410117,T_6745
C_1410156,T_1195
C_1412527,T_8412
C_1429045,T_562
C_1429234,T_8042
C_1438319,T_7961
C_1526890,T_9301
C_1527433,T_9049
C_1527465,T_9328
C_1552662,T_9266
C_1641662,T_6215
C_1641666,T_8687
C_1683594,T_9818
C_1683594,T_7356
C_1683594,T_9822
C_1683594,T_9826
C_1683594,T_9838
C_1683594,T_9845
C_1686679,T_9810
C_1687727,T_9882
C_1692685,T_9909
C_1706099,T_9668
C_1711852,T_9697
C_1711861,T_9744
C_1712434,T_7876
C_1714444,T_9955
C_1714448,T_9677
C_1724279,T_9936
C_1724283,T_9447
C_1736024,T_10118
C_1736846,T_9959
C_1737097,T_10266
C_1738959,T_10291
C_1738993,T_4009
C_1738993,T_10221
C_1738993,T_10224
C_1738993,T_10227
C_1738993,T_10232
C_1738993,T_10234
C_1741498,T_10301
C_1741500,T_11561
C_1741500,T_11562
C_1741501,T_8083
C_1741501,T_8085
C_1741506,T_9127
C_1741507,T_8043
C_1741534,T_5544
C_1741534,T_5543
C_1741534,T_5546
C_1741536,T_10335
C_1741536,T_10337
C_1741554,T_9244
C_1741987,T_10328
C_1741987,T_10994
C_1741987,T_11373
C_1742805,T_541
C_1742805,T_38
C_1748240,T_10365
C_1750781,T_10311
C_1750786,T_10249
C_1750786,T_10252
C_1750791,T_6072
C_1750791,T_6074
C_1750793,T_9652
C_1751256,T_10117
C_1755893,T_3627
C_1755924,T_354
C_1755929,T_5585
C_1755929,T_5589
C_1755930,T_2915
C_1755931,T_320
C_1755943,T_2947
C_1755943,T_2953
C_1755951,T_593
C_1755951,T_596
C_1755951,T_598
C_1755952,T_595
C_1756062,T_49
C_1756062,T_255
C_1756066,T_783
C_1756072,T_4517
C_1756077,T_3417
C_1758019,T_9854
C_1760247,T_3156
C_1760320,T_3280
C_1761358,T_10244
C_1761358,T_10336
C_1761361,T_6272
C_1761364,T_1744
C_1761366,T_5394
C_1761374,T_5497
C_1761377,T_208
C_1761383,T_4743
C_1761385,T_92
C_1761386,T_402
C_1764842,T_10541
C_1764844,T_62
C_1764850,T_3159
C_1764858,T_1909
C_1764865,T_3948
C_1764867,T_1203
C_1764869,T_3399
C_1765595,T_1666
C_1765598,T_5919
C_1765607,T_10541
C_1766164,T_8296
C_1766165,T_1413
C_1766167,T_9821
C_1766167,T_9836
C_1766167,T_9842
C_1766167,T_9850
C_1766899,T_10612
C_1767576,T_10507
C_1767580,T_10416
C_1767591,T_14708
C_1770893,T_796
C_1771160,T_9681
C_1771163,T_7265
C_1771163,T_7270
C_1771167,T_7703
C_1771168,T_10786
C_1771174,T_10598
C_1771174,T_10599
C_1771634,T_742
C_1771634,T_10349
C_1773201,T_809
C_1774962,T_2651
C_1774969,T_10579
C_1774973,T_7546
C_1774973,T_10624
C_1774976,T_10733
C_1774977,T_10710
C_1774977,T_10718
C_1774981,T_2131
C_1774983,T_3075
C_1774985,T_2144
C_1774985,T_2148
C_1774985,T_2149
C_1774987,T_1848
C_1774987,T_1845
C_1774987,T_1832
C_1774987,T_1833
C_1774989,T_10864
C_1774989,T_10867
C_1774989,T_10868
C_1775489,T_10768
C_1775511,T_10762
C_1775511,T_10777
C_1776281,T_10659
C_1776301,T_10432
C_1776301,T_10675
C_1776301,T_10689
C_1776316,T_10698
C_1777000,T_10634
C_1778370,T_6531
C_1778370,T_6532
C_1778453,T_1349
C_1779421,T_7368
C_1780261,T_10010
C_1780261,T_10929
C_1781812,T_10947
C_1784704,T_5836
C_1784711,T_7761
C_1784711,T_7195
C_1784711,T_7196
C_1784713,T_10845
C_1784713,T_10910
C_1784713,T_15666
C_1784729,T_3373
C_1785616,T_10812
C_1786221,T_7939
C_1787086,T_10834
C_1789684,T_10937
C_1789684,T_10940
C_1789684,T_10997
C_1789687,T_10728
C_1789687,T_10730
C_1789697,T_5378
C_1792250,T_13675
C_1792323,T_10999
C_1792323,T_11001
C_1794464,T_765
C_1794464,T_11624
C_1794790,T_8815
C_1796396,T_1494
C_1796396,T_1495
C_1797655,T_11448
C_1800063,T_11416
C_1800063,T_11417
C_1800063,T_11418
C_1801907,T_11433
C_1801907,T_11435
C_1804511,T_11009
C_1811723,T_11336
C_1811723,T_11345
C_1811723,T_11344
C_1811734,T_11056
C_1811734,T_11058
C_1811832,T_11347
C_1811833,T_8293
C_1811836,T_11389
C_1811839,T_11483
C_1811839,T_14446
C_1816012,T_11593
C_1816033,T_11607
C_1816033,T_11612
C_1822804,T_11726
C_1822804,T_11729
C_1822804,T_11727
C_1822804,T_11725
C_1822804,T_11721
C_1824376,T_11664
C_1824918,T_12889
C_1824931,T_11639
C_1824933,T_8851
C_1828101,T_735
C_1828104,T_13009
C_1828104,T_13010
C_1828104,T_13012
C_1828104,T_13014
C_1831703,T_9262
C_1833535,T_3947
C_1837158,T_11744
C_1837988,T_16595
C_1842662,T_19
C_1844101,T_11716
C_1844116,T_11559
C_1844124,T_11738
C_1846545,T_11467
C_1854857,T_11484
C_1854868,T_9271
C_1854868,T_9273
C_1864055,T_11304
C_1864055,T_11308
C_1864056,T_11792
C_1864059,T_10476
C_1864060,T_11891
C_1864065,T_11828
C_1875488,T_8868
C_1875490,T_11926
C_1875503,T_15985
C_1875512,T_11621
C_1875524,T_11623
C_1875524,T_11691
C_1886664,T_11947
C_1886668,T_11992
C_1886672,T_11488
C_1886678,T_11894
C_1886682,T_12123
C_1886688,T_12056
C_1886692,T_12086
C_1891044,T_4345
C_1891049,T_3951
C_1891051,T_11832
C_1891384,T_12166
C_1894960,T_11805
C_1896473,T_12870
C_1896473,T_12871
C_1896473,T_12872
C_1896509,T_12106
C_1904668,T_12980
C_1904668,T_12985
C_1904668,T_12988
C_1904668,T_13033
C_1904668,T_13183
C_1904668,T_13186
C_1904668,T_3647
C_1905909,T_6422
C_1906552,T_4129
C_1906552,T_4123
C_1907833,T_12880
C_1907835,T_13007
C_1907836,T_12937
C_1907838,T_11659
C_1907840,T_11745
C_1907851,T_13145
C_1907851,T_13146
C_1907852,T_10965
C_1907855,T_13197
C_1908918,T_10392
C_1910407,T_135
C_1910412,T_13300
C_1910412,T_13302
C_1910413,T_13306
C_1910414,T_13304
C_1910426,T_13318
C_1910442,T_13326
C_1910450,T_13335
C_1910453,T_13339
C_1910455,T_13345
C_1910458,T_13349
C_1910474,T_13353
C_1912006,T_13238
C_1912011,T_13215
C_1912014,T_8679
C_1912019,T_13190
C_1912378,T_13428
C_1912477,T_12965
C_1918002,T_13557
C_1918351,T_13056
C_1918353,T_13380
C_1918353,T_13378
C_1918353,T_10641
C_1918355,T_12081
C_1924175,T_12984
C_1924175,T_4157
C_1924175,T_823
C_1924175,T_10468
C_1924175,T_13191
C_1925894,T_12953
C_1925896,T_13607
C_1925897,T_13637
C_1925901,T_12192
C_1925908,T_13653
C_1925909,T_12170
C_1925911,T_13543
C_1925912,T_13057
C_1925913,T_13681
C_1929045,T_5806
C_1944717,T_13417
C_1944717,T_13423
C_1944722,T_13426
C_1944729,T_13900
C_1960452,T_14188
C_1987579,T_7158
C_1987701,T_14637
C_1992917,T_12900
C_1992927,T_13955
C_1992935,T_13800
C_1992935,T_13803
C_1992941,T_14085
C_1992945,T_13954
C_1992950,T_13218
C_1992950,T_13249
C_2027893,T_12950
C_2027893,T_12951
C_2027893,T_12947
C_2033947,T_14314
C_2033958,T_5392
C_2033958,T_453
C_2033958,T_14360
C_2033958,T_449
C_2033958,T_5401
C_2033958,T_14449
C_2033958,T_14367
C_2038046,T_13695
C_2059282,T_13174
C_2059284,T_14003
C_2059284,T_3293
C_2059294,T_14261
C_2059295,T_16256
C_2059299,T_13868
C_2059947,T_14373
C_2063783,T_11786
C_2066096,T_14336
C_2094866,T_13728
C_2095102,T_14129
C_2095352,T_14167
C_2095352,T_14168
C_2095513,T_1558
C_2097699,T_14219
C_2113371,T_14593
C_2141845,T_14294
C_2141845,T_14678
C_2141850,T_14245
C_2141850,T_14655
C_2141852,T_14001
C_2141863,T_13405
C_2141864,T_14545
C_2141864,T_14453
C_2141876,T_14264
C_2141877,T_11939
C_2151142,T_7425
C_2196043,T_4869
C_2197640,T_796
C_2199441,T_13731
C_2199443,T_14756
C_2199444,T_14682
C_2199445,T_14617
C_2199458,T_11624
C_2211915,T_14907
C_2221551,T_14663
C_2221559,T_14666
C_2221591,T_13709
C_2221591,T_13712
C_2221927,T_14943
C_2223998,T_14439
C_2225789,T_14838
C_2228967,T_14992
C_2229902,T_14857
C_2229905,T_11625
C_2229908,T_14963
C_2229920,T_15005
C_2229920,T_15004
C_2229924,T_13224
C_2229924,T_13227
C_2229924,T_13230
C_2231365,T_15035
C_2233592,T_15062
C_2244915,T_13258
C_2244926,T_15006
C_2244926,T_6137
C_2247589,T_15140
C_2252926,T_11897
C_2256608,T_15242
C_2266746,T_15054
C_2266752,T_10838
C_2266754,T_14799
C_2266760,T_14673
C_2266770,T_15132
C_2266777,T_15038
C_2281461,T_15326
C_2281492,T_15351
C_2281545,T_13428
C_2286849,T_15302
C_2287003,T_14003
C_2287011,T_12939
C_2287373,T_15510
C_2297218,T_15186
C_2297227,T_15202
C_2297227,T_15203
C_2297227,T_15208
C_2297227,T_15212
C_2297230,T_14823
C_2297232,T_15268
C_2297240,T_11802
C_2297240,T_13442
C_2297242,T_15492
C_2297243,T_14147
C_2297243,T_14148
C_2302877,T_14156
C_2308085,T_15461
